VendorNumber,VendorName,Brand,Description,PurchasePrice,Volume,ActualPrice,TotalPurchaseQuantity,TotalPurchaseDollars,TotalFreightCost,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,GrossProfit,ProfitMargin,StockTurnOver,SaletoPurchaseRatio
6785,PALM BAY INTERNATIONAL INC,15526,Planeta La Segreta Bianco,6.12,750,8.99,294,1799.28,13605.41,231,2076.69,836.07,25.78,277.41,13.35827687,0.785714286,1.154178338
2561,EDRINGTON AMERICAS,2096,The Macallan Edition No 1,78.12,750,99.99,23,1796.76,9654.5,225,22497.75,13598.64,177.36,20700.99,92.01360136,9.782608696,12.52128832
4425,MARTIGNETTI COMPANIES,22517,J Lohr Cypress Cab Svgn,5.91,750,8.99,304,1796.64,144929.24,306,2750.94,242.73,34.38,954.3,34.68996052,1.006578947,1.531158162
7153,PINE STATE TRADING CO,22174,QM Alvarinho White,13.69,750,19.99,131,1793.39,15884.82,90,1821.1,1201.41,9.99,27.71,1.521607819,0.687022901,1.015451185
9165,ULTRA BEVERAGE COMPANY LLP,16661,John Anthony Cab Svgn Napa,38.95,750,59.99,46,1791.7,68054.7,46,2759.54,659.89,5.19,967.84,35.07251209,1,1.540179718
8112,MOET HENNESSY USA INC,5515,Grand Marnier Flask,7.65,200,9.79,234,1790.1,48347.26,249,2437.71,2016.74,52.29,647.61,26.56632659,1.064102564,1.361773085
1128,BROWN-FORMAN CORP,1107,Common Man Slctn Woodford Rs,36.5,1000,45.99,49,1788.5,68601.68,49,2253.51,1609.65,51.45,465.01,20.63492063,1,1.26
2000,SOUTHERN WINE & SPIRITS NE,10642,Marques de Murrieta RSV Rioj,19.86,750,28.99,90,1787.4,19016.59,47,1178.53,603.76,5.24,-608.87,-51.66351302,0.522222222,0.659354369
10754,PERFECTA WINES,25867,D Cabirau CdRoussillon Rouge,12.41,750,18.99,144,1787.04,28720.52,64,1193.36,399.78,7.16,-593.68,-49.74860897,0.444444444,0.667785836
10754,PERFECTA WINES,27328,Canoe Ridge Chard Colum Vly,8.27,750,11.99,216,1786.32,28720.52,65,779.35,311.74,7.25,-1006.97,-129.2063899,0.300925926,0.436288011
9552,M S WALKER INC,12039,Dom de la Fruitiere Chard,8.27,750,11.99,216,1786.32,55551.82,186,2230.14,191.84,20.92,443.82,19.90099276,0.861111111,1.248454924
7153,PINE STATE TRADING CO,24465,Tenuta di Capraia 11 Chianti,13.42,750,19.99,133,1784.86,15884.82,128,2558.72,1659.17,14.17,773.86,30.24402826,0.962406015,1.433569019
4425,MARTIGNETTI COMPANIES,21693,Chalk Hill Pnt Nr RRV,23.17,750,34.99,77,1784.09,144929.24,369,12911.31,7417.88,40.97,11127.22,86.18195985,4.792207792,7.236916299
8673,STE MICHELLE WINE ESTATES,10398,Spring Vly Frederick Rd,22.87,750,34.99,78,1783.86,15919.7,60,2009.4,1511.55,6.63,225.54,11.22424604,0.769230769,1.126433689
4425,MARTIGNETTI COMPANIES,711,Bitter Truth Celery Bitters,7.4,200,9.99,241,1783.4,144929.24,21,419.79,399.8,4.41,-1363.61,-324.8314634,0.087136929,0.235387462
4425,MARTIGNETTI COMPANIES,26473,Ch Moulin Canon Fronsac,14.86,750,21.99,120,1783.2,144929.24,32,703.68,439.8,3.55,-1079.52,-153.4106412,0.266666667,0.39461642
90037,THE PIERPONT GROUP LLC,14357,Chilensis Pnt Nr,6.8,750,9.99,262,1781.6,27.98,248,2477.52,1048.95,27.65,695.92,28.0893797,0.946564885,1.390615177
9552,M S WALKER INC,21814,Hartford OV Znfdl RRV,21.19,750,31.99,84,1779.96,55551.82,103,3294.97,2431.24,11.4,1515.01,45.97947781,1.226190476,1.85114834
7153,PINE STATE TRADING CO,21959,Le Grande Courtage Brut,3.76,187,5.79,473,1778.48,15884.82,374,2207.86,717.39,10.66,429.38,19.44779107,0.790697674,1.241430885
9744,FREDERICK WILDMAN & SONS,15192,Folonari Moscato,8.27,1500,14.99,215,1778.05,3999.93,209,2666.91,2221.26,46.32,888.86,33.32920871,0.972093023,1.499907202
12546,JIM BEAM BRANDS COMPANY,884,DeKuyper Orange Curacao,7.08,1000,8.99,251,1777.08,123880.97,246,2211.54,638.29,258.3,434.46,19.64513416,0.980079681,1.244479708
4692,KOBRAND CORPORATION,19430,Taittinger La Francaise,13.99,375,20.99,127,1776.73,9139.38,118,2476.82,1364.35,6.8,700.09,28.26567938,0.929133858,1.394032858
9625,WESTERN SPIRITS BEVERAGE CO,2843,Calumet Farm Bourbon VAP,31.15,750,45.99,57,1775.55,1933.19,159,7199.41,4418.02,125.37,5423.86,75.33756238,2.789473684,4.054749233
3252,E & J GALLO WINERY,6568,Gallo Twin Valley Wh Znfdl C,3.22,750,4.99,551,1774.22,61966.91,563,2809.37,1232.53,62.72,1035.15,36.84633921,1.021778584,1.583439483
9552,M S WALKER INC,22854,Vega Sindoa Cab Svgn Navarra,8.27,750,11.99,214,1769.78,55551.82,528,6523.72,2814.69,58.84,4753.94,72.87161313,2.46728972,3.686175683
9552,M S WALKER INC,15209,Writer's Block Pnt Nr,10.52,750,15.99,168,1767.36,55551.82,167,2670.33,303.81,18.76,902.97,33.81492175,0.994047619,1.510914584
9206,PHILLIPS PRODUCTS CO.,3701,UV Sangria Vodka,0.79,50,0.99,2237,1767.23,2211.83,3609,3572.91,1415.7,186.79,1805.68,50.53807681,1.613321413,2.021757213
4425,MARTIGNETTI COMPANIES,39977,Little Penguin Cab Svgn Ausl,6.84,1500,14.99,258,1764.72,144929.24,227,2267.73,1028.97,50.81,503.01,22.18121205,0.879844961,1.28503672
10754,PERFECTA WINES,25192,K Vintners The Klein,49.01,750,74.99,36,1764.36,28720.52,2,149.98,149.98,0.22,-1614.38,-1076.396853,0.055555556,0.085005328
9552,M S WALKER INC,47011,Freemark Abbey Chard Napa,12.25,750,18.99,144,1764,55551.82,107,2049.93,907.53,11.95,285.93,13.94828116,0.743055556,1.162091837
10754,PERFECTA WINES,27326,Canoe Ridge Red Columbia Vly,8.16,750,11.99,216,1762.56,28720.52,59,707.41,551.54,6.51,-1055.15,-149.1567832,0.273148148,0.401353713
6785,PALM BAY INTERNATIONAL INC,43430,Mont Gras RSV Colch Carmener,6.7,750,9.99,263,1762.1,13605.41,259,2587.41,1388.61,28.78,825.31,31.89714811,0.984790875,1.468367289
90047,CRUSH WINES,23060,Navarro Vyds Pnt Nr l'Ancien,19.99,750,29.99,88,1759.12,1457.73,74,2219.26,1709.43,8.17,460.14,20.73393834,0.840909091,1.261573969
1392,CONSTELLATION BRANDS INC,20098,Milestone Chard,5.88,750,9.99,299,1758.12,79528.99,303,3117.97,2482.58,33.43,1359.85,43.61331251,1.013377926,1.77346825
480,BACARDI USA INC,278,Cazadores Reposado Tequila,21.96,1000,28.99,80,1756.8,89286.27,69,1997.31,1156.6,72.45,240.51,12.04169608,0.8625,1.136902322
17035,PERNOD RICARD USA,12757,Graffigna Centenario Pnt Gri,6.7,750,11.99,262,1755.4,123780.22,298,3099.02,1502.54,33.18,1343.62,43.35628683,1.13740458,1.765420987
4425,MARTIGNETTI COMPANIES,23107,Duckhorn Howell Mtn Cab Svgn,109.67,1500,169.99,16,1754.72,144929.24,43,7309.57,5099.7,9.59,5554.85,75.99421033,2.6875,4.165661758
7153,PINE STATE TRADING CO,23021,Jarhead Red,9.08,750,13.99,193,1752.44,15884.82,248,3469.52,2406.28,27.46,1717.08,49.49041942,1.284974093,1.979822419
10754,PERFECTA WINES,21440,Cheval Blanc,583.89,750,869.99,3,1751.67,28720.52,3,2609.97,869.99,0.34,858.3,32.88543546,1,1.489989553
17035,PERNOD RICARD USA,22672,Mumm Brut Cve Napa,4.56,187,6.79,384,1751.04,123780.22,296,2059.64,1029.92,8.55,308.6,14.98320095,0.770833333,1.176238121
8892,TRINCHERO FAMILY ESTATES,38128,Trinity Oaks Pnt Grigio Cal,5.4,750,8.99,324,1749.6,11595.97,324,2588.76,103.87,36.45,839.16,32.4155194,1,1.47962963
12546,JIM BEAM BRANDS COMPANY,1392,Red Stag Hardcore Cider,10.6,750,16.99,165,1749,123880.97,430,6865.7,3725.66,338.93,5116.7,74.52554,2.606060606,3.925500286
4425,MARTIGNETTI COMPANIES,35716,Miner Gary's Vyd Pnt Nr,37.99,750,56.99,46,1747.54,144929.24,18,1025.82,683.88,1.99,-721.72,-70.35542298,0.391304348,0.587008023
4425,MARTIGNETTI COMPANIES,25605,Frog's Leap Petite Sirah,24.13,750,34.99,72,1737.36,144929.24,63,2204.37,1749.5,6.95,467.01,21.18564488,0.875,1.268804393
10754,PERFECTA WINES,36660,Campus Oaks Old Vines Znfdl,9.65,750,13.99,180,1737,28720.52,184,2574.16,237.83,20.69,837.16,32.52167697,1.022222222,1.481957398
8673,STE MICHELLE WINE ESTATES,37166,Snoqualmie Rsl Winemkrs Slct,5.36,750,7.99,324,1736.64,15919.7,293,2638.07,440.52,32.89,901.43,34.17005614,0.904320988,1.519065552
10754,PERFECTA WINES,25157,M Lynch Bordeaux Blanc Grave,10.27,750,16.99,169,1735.63,28720.52,255,3858.45,2488.36,28.29,2122.82,55.01742928,1.50887574,2.223083261
1392,CONSTELLATION BRANDS INC,32296,Clos du Bois RSV Merlot Alex,10.38,750,15.99,167,1733.46,79528.99,151,2588.49,1791.95,16.74,855.03,33.03199935,0.904191617,1.493250493
1587,VINEYARD BRANDS INC,15056,Cono Sur Vision Pnt Nr,6.53,750,9.99,265,1730.45,6070.09,266,2972.34,1486.64,29.58,1241.89,41.78155931,1.003773585,1.717668814
10754,PERFECTA WINES,25333,Garda Pinot Grigio,5.8,750,8.99,298,1728.4,28720.52,274,2463.26,557.38,30.68,734.86,29.83282317,0.919463087,1.425167785
9552,M S WALKER INC,2612,Four Roses Small Batch 15,71.99,750,89.99,24,1727.76,55551.82,24,2159.76,539.94,18.89,432,20.00222247,1,1.250034727
9165,ULTRA BEVERAGE COMPANY LLP,25353,Calmel & Joseph CdRoussillon,9.58,750,13.99,180,1724.4,68054.7,284,3973.16,2756.03,31.39,2248.76,56.5987778,1.577777778,2.304082579
9206,PHILLIPS PRODUCTS CO.,3648,UV Ruby Red Grapefruit Vodka,6.05,750,8.99,285,1724.25,2211.83,768,6222.32,3504.7,605.19,4498.07,72.28927474,2.694736842,3.608711034
9165,ULTRA BEVERAGE COMPANY LLP,23876,Love Lane Cab Svgn,8.49,750,12.99,203,1723.47,68054.7,153,1668.47,1161.93,16.93,-55,-3.296433259,0.753694581,0.968087637
3252,E & J GALLO WINERY,15333,Maso Canali Pnt Grigio Coll,7.94,750,11.99,217,1722.98,61966.91,206,2469.94,335.72,23.26,746.96,30.24203017,0.949308756,1.433527957
4425,MARTIGNETTI COMPANIES,28005,Somerston Stornoway Red,57.43,750,84.99,30,1722.9,144929.24,0,0,0,0,-1722.9,#NAME?,0,0
9815,WINE GROUP INC,19763,M D 20/20 Coco Loco,2.66,750,3.99,645,1715.7,27100.41,524,2090.76,179.55,58.94,375.06,17.9389313,0.812403101,1.218604651
3960,DIAGEO NORTH AMERICA INC,7211,Cocktail Time Strawberry Rtd,8.45,750,11.99,203,1715.35,257032.07,583,6454.17,4340.09,459.66,4738.82,73.42260895,2.871921182,3.762596555
7153,PINE STATE TRADING CO,26199,Chronic Cellars Eunice X,11.99,750,17.99,143,1714.57,15884.82,37,653.63,581.67,4.07,-1060.94,-162.3150712,0.258741259,0.381220948
9165,ULTRA BEVERAGE COMPANY LLP,2850,Kavalan Soloist Tawain Whsky,285.71,750,379.99,6,1714.26,68054.7,15,5699.85,3799.9,11.83,3985.59,69.9244717,2.5,3.324962374
4425,MARTIGNETTI COMPANIES,24282,Paul Hobbs Nathan Coombs Cab,214.28,750,329.99,8,1714.24,144929.24,9,2969.91,1649.95,1.01,1255.67,42.27973238,1.125,1.7324937
9552,M S WALKER INC,26671,Catena Zapata 3pk 09-10-11 R,244.89,750,359.99,7,1714.23,55551.82,2,719.98,719.98,0.22,-994.25,-138.0941137,0.285714286,0.420001983
10754,PERFECTA WINES,23783,Pavillon du Ch Margaux 12 Ma,114.28,750,167.99,15,1714.2,28720.52,22,3695.78,1679.9,2.46,1981.58,53.617369,1.466666667,2.155979466
8673,STE MICHELLE WINE ESTATES,34101,Ch Ste Michelle Cab Svgn,15.86,750,24.99,108,1712.88,15919.7,92,2132.08,1461.37,10.18,419.2,19.66155116,0.851851852,1.244734015
1703,ALISA CARR BEVERAGES,90014,Ch Giscours Margaux 12,40.78,750,61.99,42,1712.76,172,165,10228.35,5269.15,18.37,8515.59,83.25477716,3.928571429,5.971852449
10754,PERFECTA WINES,34841,Hopler Pnt Bl,11.72,750,18.99,146,1711.12,28720.52,121,2099.79,1766.98,13.35,388.67,18.50994623,0.828767123,1.227143625
9165,ULTRA BEVERAGE COMPANY LLP,25989,Antech Limoux Emotion Sprklg,9.45,750,13.99,181,1710.45,68054.7,119,1664.81,1385.01,13.11,-45.64,-2.74145398,0.657458564,0.973316963
9165,ULTRA BEVERAGE COMPANY LLP,19077,Ornellaia Bolgheri 10,131.57,750,199.99,13,1710.41,68054.7,28,5599.72,1799.91,3.14,3889.31,69.45543706,2.153846154,3.273905087
9819,TREASURY WINE ESTATES,42789,Greg Norman Pnt Nr Cal Est,10.06,750,17.99,170,1710.2,14836.57,190,2937.1,1816.81,21.08,1226.9,41.77249668,1.117647059,1.717401474
4425,MARTIGNETTI COMPANIES,25513,Elvio Cogno Dolcetto D'Alba,13.79,750,19.99,124,1709.96,144929.24,110,2198.9,1379.31,12.19,488.94,22.23566329,0.887096774,1.285936513
4425,MARTIGNETTI COMPANIES,42801,Benton Lane Pnt Gris Willamt,11.03,750,15.99,155,1709.65,144929.24,138,2206.62,1055.34,15.39,496.97,22.52177538,0.890322581,1.290685228
90017,THE IMPORTED GRAPE LLC,10030,Pacifico Sur Pnt Nr Rsv,5.19,750,9.99,329,1707.51,80.03,242,2387.58,892.59,27.04,680.07,28.4836529,0.73556231,1.398281708
9744,FREDERICK WILDMAN & SONS,26692,Faiveley Meursault  4 Blagny,40.64,750,62.99,42,1706.88,3999.93,19,1196.81,629.9,2.11,-510.07,-42.61912919,0.452380952,0.701168213
4425,MARTIGNETTI COMPANIES,44186,H Brunier Telegramme Pape,31.03,750,49.99,55,1706.65,144929.24,157,7063.43,4229.06,17.41,5356.78,75.8382259,2.854545455,4.138768933
9165,ULTRA BEVERAGE COMPANY LLP,22905,Mercer Canyons Chard,4.65,750,10.99,367,1706.55,68054.7,413,2277.77,589.95,46.29,571.22,25.07803685,1.125340599,1.3347221
6213,MHW LTD,837,Bols Creme de Banana,7.93,1000,9.99,215,1704.95,9621.58,247,2467.53,2047.95,259.35,762.58,30.9045888,1.148837209,1.447274114
6213,MHW LTD,5414,Bols Amaretto Liqueur,6.15,750,9.99,277,1703.55,9621.58,444,3547.56,2229.21,350.03,1844.01,51.97967053,1.602888087,2.082451352
2000,SOUTHERN WINE & SPIRITS NE,26222,Jarvis Cab Svgn Rsv Napa,141.89,750,209.99,12,1702.68,19016.59,0,0,0,0,-1702.68,#NAME?,0,0
9165,ULTRA BEVERAGE COMPANY LLP,2093,Hardy Noces d'Argent,141.72,750,179.99,12,1700.64,68054.7,1,179.99,179.99,0.79,-1520.65,-844.8524918,0.083333333,0.105836626
9552,M S WALKER INC,21010,La Jota Cab Svgn Howell Mtn,42.48,750,64.99,40,1699.2,55551.82,36,2339.64,1494.77,3.99,640.44,27.37344207,0.9,1.37690678
9744,FREDERICK WILDMAN & SONS,26691,Dom Faiveley Corton-Charl 14,141.44,750,214.99,12,1697.28,3999.93,0,0,0,0,-1697.28,#NAME?,0,0
2561,EDRINGTON AMERICAS,2112,Cutty Sark Prohibition,15.55,750,26.99,109,1694.95,9654.5,394,8402.06,5928.23,310.71,6707.11,79.826971,3.614678899,4.957113779
4425,MARTIGNETTI COMPANIES,27191,Trefethen Rsv Cab Svgn,70.58,750,107.99,24,1693.92,144929.24,9,971.91,863.92,0.99,-722.01,-74.28774269,0.375,0.573763814
9744,FREDERICK WILDMAN & SONS,26696,O Leflaive Rully 14 Le Cloux,18.82,750,28.99,90,1693.8,3999.93,35,1014.65,521.82,3.89,-679.15,-66.93441088,0.388888889,0.599037667
8673,STE MICHELLE WINE ESTATES,27501,Ch Ste Michelle Cold Crk Mer,15.68,750,23.99,108,1693.44,15919.7,108,2730.92,1941.24,11.97,1037.48,37.99012787,1,1.612646447
6785,PALM BAY INTERNATIONAL INC,17988,Porta Vita Blush Rosato,8.1,1500,11.99,209,1692.9,13605.41,237,2841.63,971.19,53.15,1148.73,40.42503774,1.133971292,1.678557505
8892,TRINCHERO FAMILY ESTATES,24967,Terra d'Oro Ch Bl/Viognier,8.1,750,11.99,209,1692.9,11595.97,415,4975.85,3189.34,45.98,3282.95,65.97767216,1.985645933,2.939246264
3960,DIAGEO NORTH AMERICA INC,7202,Cocktail Time Key Lime Rtd,8.33,750,11.99,203,1690.99,257032.07,594,6562.06,3932.45,468.21,4871.07,74.23080557,2.926108374,3.880602487
2000,SOUTHERN WINE & SPIRITS NE,26224,Jarvis Chard Estate Napa,40.26,750,59.99,42,1690.92,19016.59,32,1919.68,1259.79,3.55,228.76,11.91656943,0.761904762,1.135287299
9165,ULTRA BEVERAGE COMPANY LLP,21771,Jamieson Ranch Cab Svgn,23.48,750,34.99,72,1690.56,68054.7,65,2274.35,1399.6,7.22,583.79,25.66843274,0.902777778,1.345323443
4425,MARTIGNETTI COMPANIES,29469,Round Hill Merlot Cal,9.39,1500,13.99,180,1690.2,144929.24,168,2350.32,363.74,37.8,660.12,28.08638824,0.933333333,1.39055733
3252,E & J GALLO WINERY,43380,Edna Valley San Luis Obs Mer,8.27,750,11.99,204,1687.08,61966.91,176,2076.24,313.73,19.77,389.16,18.74349786,0.862745098,1.230670745
3252,E & J GALLO WINERY,13696,Barefoot Cellars Pnt Nr,4.39,187,6.49,384,1685.76,61966.91,354,2297.46,473.77,10.07,611.7,26.6250555,0.921875,1.362863041
6785,PALM BAY INTERNATIONAL INC,14655,Arrogant Frog Pnt Nr,6.53,750,9.99,258,1684.74,13605.41,261,2607.39,259.74,29.36,922.65,35.38596067,1.011627907,1.54765127
3252,E & J GALLO WINERY,13702,Barefoot Cellars Cab Svgn,4.45,187,6.49,378,1682.1,61966.91,359,2329.91,356.95,10.17,647.81,27.80407827,0.94973545,1.385119791
10754,PERFECTA WINES,27267,Krupps The Water Witch Red,46.7,750,70.99,36,1681.2,28720.52,4,283.96,283.96,0.44,-1397.24,-492.055219,0.111111111,0.168903164
4425,MARTIGNETTI COMPANIES,23130,Alexanders Crown Cab Svgn,46.66,750,72.99,36,1679.76,144929.24,74,5389.26,3199.56,8.21,3709.5,68.83134234,2.055555556,3.208351193
10754,PERFECTA WINES,21002,Bonpas Blanc Rhone Vly,7.74,750,13.99,217,1679.58,28720.52,204,2547.96,1582.73,22.63,868.38,34.08138275,0.940092166,1.517022113
8112,MOET HENNESSY USA INC,45980,Cheval des Andes Mendoza,39.99,750,65.99,42,1679.58,48347.26,64,3839.36,2459.59,7.09,2159.78,56.25364644,1.523809524,2.28590481
6213,MHW LTD,838,Bols Cherry Flavored Brandy,7.96,1000,10.99,211,1679.56,9621.58,236,2593.64,1219.89,247.8,914.08,35.2431332,1.118483412,1.544237777
4425,MARTIGNETTI COMPANIES,5065,Berentzen Apple Liqueur,11.42,750,17.99,147,1678.74,144929.24,459,9077.41,5966.97,361.76,7398.67,81.50639885,3.12244898,5.407275695
1392,CONSTELLATION BRANDS INC,2689,Black Velvet Reserve,14.72,1750,18.99,114,1678.08,79528.99,754,14318.46,10957.23,1386.3,12640.38,88.28030389,6.614035088,8.532644451
516,BANFI PRODUCTS CORP,22840,Banfi Poggio All'Oro Br Mont,83.86,750,129.99,20,1677.2,8510.41,25,3755.75,1942.87,2.79,2078.55,55.34314052,1.25,2.239297639
9744,FREDERICK WILDMAN & SONS,23170,Marchesi di Barolo Sarmsa 07,52.41,750,75.99,32,1677.12,3999.93,15,1139.85,531.93,1.67,-537.27,-47.13514936,0.46875,0.679647252
10754,PERFECTA WINES,24156,NY Yankees Cab Svgn,12.9,750,19.99,130,1677,28720.52,117,2302.83,1745.11,12.93,625.83,27.17656101,0.9,1.373184258
90047,CRUSH WINES,15838,Ravines Finger Rsl Lakes,11.03,750,17.99,152,1676.56,1457.73,159,2724.41,1530.11,17.67,1047.85,38.46153846,1.046052632,1.625
6785,PALM BAY INTERNATIONAL INC,7215,Lancers Rose,3.97,750,5.99,422,1675.34,13605.41,415,2485.85,323.46,46.63,810.51,32.60494398,0.983412322,1.483788365
1590,DIAGEO CHATEAU ESTATE WINES,46733,Stellina di Notte Pnt Grigio,8.21,750,11.99,204,1674.84,7259.75,203,2433.97,563.53,22.73,759.13,31.18896289,0.995098039,1.453255236
7245,PROXIMO SPIRITS INC.,2877,Bushmills 16 Yr Old Irish W,49.25,750,65.99,34,1674.5,38994.78,31,2045.69,1847.72,24.46,371.19,18.14497798,0.911764706,1.221672141
1392,CONSTELLATION BRANDS INC,20181,Ruffino Prosecco,4.66,375,6.99,359,1672.94,79528.99,323,2257.77,880.74,18.33,584.83,25.90299278,0.899721448,1.349582173
17035,PERNOD RICARD USA,8943,Malibu Rum Sparkler RTD,7.74,750,13.99,216,1671.84,123780.22,711,7117.89,3901.11,560.17,5446.05,76.51214054,3.291666667,4.257518662
10754,PERFECTA WINES,25190,Sixto Chardonnay,23.52,750,35.99,71,1669.92,28720.52,166,5974.34,3059.15,18.48,4304.42,72.04846058,2.338028169,3.577620485
2000,SOUTHERN WINE & SPIRITS NE,24990,Turnbull Cab Svgn Oakvile 12,46.35,750,69.99,36,1668.6,19016.59,33,2309.67,979.86,3.7,641.07,27.75591318,0.916666667,1.384196332
90047,CRUSH WINES,42677,Kistler Les Noisetiers Sono,37.92,750,54.99,44,1668.48,1457.73,37,2034.63,824.85,4.14,366.15,17.99590097,0.840909091,1.219451237
4425,MARTIGNETTI COMPANIES,27697,Volpaia Prelius Cab Svgn,9.93,750,14.99,168,1668.24,144929.24,3,44.97,44.97,0.33,-1623.27,-3609.673115,0.017857143,0.026956553
660,SAZERAC NORTH AMERICA INC.,114,Mr Boston Creme de Banana,5.11,1000,6.49,326,1665.86,17932.33,324,2102.76,1570.58,340.2,436.9,20.77745439,0.993865031,1.262266937
9744,FREDERICK WILDMAN & SONS,25423,Pol Roger 02 Sir W Churchill,151.36,750,220.99,11,1664.96,3999.93,47,10386.53,4640.79,5.28,8721.57,83.97000731,4.272727273,6.238306025
9165,ULTRA BEVERAGE COMPANY LLP,18615,Ruca Malen Cab Svgn Rsv,10.88,750,16.99,153,1664.64,68054.7,183,2996.17,2033.76,20.25,1331.53,44.44106977,1.196078431,1.799890667
9552,M S WALKER INC,29902,Au Bon Climate Pnt Nr,14.86,750,21.99,112,1664.32,55551.82,98,2155.02,725.67,10.93,490.7,22.7700903,0.875,1.294835128
4425,MARTIGNETTI COMPANIES,28753,Round Hill Common Man Merlot,6.03,750,8.99,276,1664.28,144929.24,264,2373.36,197.78,29.7,709.08,29.8766306,0.956521739,1.426058115
7153,PINE STATE TRADING CO,20947,Catalpa Cab Svgn,10.66,750,15.99,156,1662.96,15884.82,159,2812.41,247.86,17.89,1149.45,40.87064119,1.019230769,1.691207245
4425,MARTIGNETTI COMPANIES,27925,Barone Ricasoli Castello,39.59,750,58.99,42,1662.78,144929.24,0,0,0,0,-1662.78,#NAME?,0,0
4425,MARTIGNETTI COMPANIES,26766,Neyers Vineyard Left Bank Rd,19.73,750,29.99,84,1657.32,144929.24,61,1829.39,1109.63,6.79,172.07,9.40586753,0.726190476,1.103824246
4425,MARTIGNETTI COMPANIES,27873,Poderi Le Ripi Amore e Folli,27.58,750,39.99,60,1654.8,144929.24,5,199.95,199.95,0.55,-1454.85,-727.6069017,0.083333333,0.120830312
9744,FREDERICK WILDMAN & SONS,18236,Marchesi Barolo Cannubi 11,51.69,750,75.99,32,1654.08,3999.93,29,2203.71,759.9,3.25,549.63,24.94112202,0.90625,1.332287435
3960,DIAGEO NORTH AMERICA INC,86,Don Julio Real Tequila,236.21,750,299.99,7,1653.47,257032.07,18,5399.82,4199.86,14.18,3746.35,69.37916449,2.571428571,3.26575021
3960,DIAGEO NORTH AMERICA INC,744,Ciroc Red Berry Vodka,6.24,200,7.99,264,1647.36,257032.07,149,1243.51,358.6,31.29,-403.85,-32.4766186,0.564393939,0.754850185
3960,DIAGEO NORTH AMERICA INC,2571,Johnnie Walker Gold Edition,65.88,750,84.99,25,1647,257032.07,31,2634.69,254.97,24.41,987.69,37.4879018,1.24,1.599690346
9552,M S WALKER INC,22970,Bluegray Priorat DOQ,11.68,750,17.99,141,1646.88,55551.82,131,2356.69,1133.37,14.57,709.81,30.118938,0.929078014,1.431002866
9552,M S WALKER INC,26049,Simonnet-Febvre Bourgogne Br,9.8,750,14.99,168,1646.4,55551.82,155,2323.45,1439.04,17.19,677.05,29.13985668,0.922619048,1.411230564
7153,PINE STATE TRADING CO,20170,Piazzo Dolcetto,8.66,750,12.99,190,1645.4,15884.82,116,1167.84,745.26,12.85,-477.56,-40.89258803,0.610526316,0.709760545
4425,MARTIGNETTI COMPANIES,21562,Talley Vyds Pnt Nr,19.35,750,29.99,85,1644.75,144929.24,70,2099.3,1499.5,7.74,454.55,21.65245558,0.823529412,1.276364189
90024,VINILANDIA USA,23938,Alphonse Dolly Pouilly-Fume,14.93,750,22.99,110,1642.3,2802.64,84,1914.16,1327.42,9.3,271.86,14.2025745,0.763636364,1.165536138
10754,PERFECTA WINES,24406,St Mayhem White Aged/Peppers,15.64,750,22.99,105,1642.2,28720.52,82,1885.18,942.59,9.13,242.98,12.8889549,0.780952381,1.147960054
4848,LAIRD & CO,37457,San Rocco Pinot Grigio Vene,5.26,750,7.99,312,1641.12,1043.69,304,2428.96,167.79,34.2,787.84,32.43528094,0.974358974,1.480062396
9165,ULTRA BEVERAGE COMPANY LLP,46766,Tom Eddy Elodian Cab Svgn,21.56,750,34.99,76,1638.56,68054.7,26,859.74,397.88,2.91,-778.82,-90.58785214,0.342105263,0.524692413
4425,MARTIGNETTI COMPANIES,26498,Gosset Grand Rose Brut,54.6,750,82.99,30,1638,144929.24,10,829.9,746.91,1.1,-808.1,-97.37317749,0.333333333,0.506654457
12546,JIM BEAM BRANDS COMPANY,734,Old Grand Dad,13.63,750,17.99,120,1635.6,123880.97,120,2998.8,24.99,94.5,1363.2,45.45818327,1,1.833455613
480,BACARDI USA INC,1757,Aberfeldy 21 Yr Single Malt,116.78,750,159.99,14,1634.92,89286.27,18,2879.82,1599.9,14.19,1244.9,43.22839622,1.285714286,1.761443985
