VendorNumber,VendorName,Brand,Description,PurchasePrice,Volume,ActualPrice,TotalPurchaseQuantity,TotalPurchaseDollars,TotalFreightCost,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,GrossProfit,ProfitMargin,StockTurnOver,SaletoPurchaseRatio
9552,M S WALKER INC,24451,Llopart Rose Cava Brut Rsva,15.12,750,24.99,133,2010.96,55551.82,196,4800.04,1535.36,21.88,2789.08,58.10534912,1.473684211,2.386939571
4425,MARTIGNETTI COMPANIES,23840,Roth Est Red Heritage Sonoma,11.68,750,17.99,172,2008.96,144929.24,668,12017.32,5379.01,74.46,10008.36,83.28279517,3.88372093,5.981861262
1392,CONSTELLATION BRANDS INC,5223,Paul Masson Red Berry Brandy,6.15,750,10.99,326,2004.9,79528.99,675,5469.25,2709.68,531.92,3464.35,63.34232299,2.070552147,2.727941543
7154,PREMIER DISTRIBUTORS,23513,Plantaze Merlot Montenegro W,7.48,750,10.99,268,2004.64,432.37,169,1857.31,1022.07,18.79,-147.33,-7.932439927,0.630597015,0.926505507
8004,SAZERAC CO INC,5487,Fire Water Hot Cinnamon,10.36,750,13.99,193,1999.48,50293.62,199,2784.01,769.45,156.75,784.53,28.17985568,1.031088083,1.392367015
10754,PERFECTA WINES,6525,Du Peyrat Organic Cognac,29.4,750,39.99,68,1999.2,28720.52,177,7078.23,5078.73,139.62,5079.03,71.75565078,2.602941176,3.540531212
3252,E & J GALLO WINERY,15259,Laguna Chard,9.33,750,13.99,214,1996.62,61966.91,191,2672.09,503.64,21.56,675.47,25.27871441,0.892523364,1.338306738
6785,PALM BAY INTERNATIONAL INC,29714,Planeta La Segreta Rosso,7.23,750,10.99,276,1995.48,13605.41,197,1805.03,936.98,21.95,-190.45,-10.55107117,0.713768116,0.904559304
9552,M S WALKER INC,920,Sobieski Vodka,7.57,1000,9.99,263,1990.91,55551.82,262,2617.38,529.47,275.1,626.47,23.93500371,0.996197719,1.314665153
10754,PERFECTA WINES,27325,Canoe Ridge Cab Svgn Col Vly,7.89,750,11.99,252,1988.28,28720.52,80,959.2,491.59,8.91,-1029.08,-107.2852377,0.317460317,0.482427022
9552,M S WALKER INC,15643,Poseidons Vyd Molnar Pnt Nr,13.69,750,21.49,145,1985.05,55551.82,139,2778.61,239.88,15.63,793.56,28.55960354,0.95862069,1.399768268
8112,MOET HENNESSY USA INC,10162,Veuve Clicquot Brut Yellow,165.4,3000,241.49,12,1984.8,48347.26,10,2414.9,1931.92,4.5,430.1,17.81026129,0.833333333,1.216696896
2000,SOUTHERN WINE & SPIRITS NE,16045,Entwine Merlot,6.75,750,9.79,294,1984.5,19016.59,156,1527.24,587.4,17.43,-457.26,-29.94028443,0.530612245,0.769584278
8320,SHAW ROSS INT L IMP LTD,37156,Gekkeikan Sake Kobai Plm Cal,4.1,750,5.99,484,1984.4,3151.92,538,3222.62,1892.84,59.74,1238.22,38.42277402,1.111570248,1.623977021
10754,PERFECTA WINES,43143,Valle de la Puerta Torrontes,6.03,750,8.99,329,1983.87,28720.52,384,3452.16,1537.29,42.75,1468.29,42.53250139,1.167173252,1.74011402
516,BANFI PRODUCTS CORP,18299,Sartori Family Pnt Nr,5.51,750,7.99,360,1983.6,8510.41,360,2876.4,127.84,40.5,892.8,31.0387985,1,1.450090744
7749,R.P.IMPORTS INC,19618,Ch Lafon-Rochet St Estphe 10,53.54,750,82.99,37,1980.98,91.5,57,4730.43,1576.81,6.35,2749.45,58.1226231,1.540540541,2.387924159
3252,E & J GALLO WINERY,46163,Barefoot Chard Cal,4.48,187,6.49,442,1980.16,61966.91,480,3115.2,752.84,13.62,1135.04,36.43554186,1.085972851,1.573206206
4425,MARTIGNETTI COMPANIES,46119,Phillips Lust Znfdl Lodi,36.66,750,56.99,54,1979.64,144929.24,168,9526.32,6301.89,18.64,7546.68,79.2192578,3.111111111,4.812147663
12546,JIM BEAM BRANDS COMPANY,4322,Cruzan Raspberry Flavord Rum,8.2,750,10.99,241,1976.2,123880.97,238,2615.62,1230.88,187.52,639.42,24.44621161,0.987551867,1.323560368
9552,M S WALKER INC,27169,Mas Doix 12 Salanques Priora,23.48,750,34.99,84,1972.32,55551.82,60,2099.4,1434.59,6.63,127.08,6.053158045,0.714285714,1.064431735
7153,PINE STATE TRADING CO,24564,Chronic Cellars Suite Petite,10.27,750,17.99,192,1971.84,15884.82,74,1109.26,854.43,8.18,-862.58,-77.76175108,0.385416667,0.562550714
10754,PERFECTA WINES,25253,Ch du Levant Sauternes,10.52,375,15.99,187,1967.24,28720.52,185,2958.15,2078.7,10.75,990.91,33.4976252,0.989304813,1.503705699
4425,MARTIGNETTI COMPANIES,26335,Beran Znfdl Sonoma Cty,19.86,750,29.99,99,1966.14,144929.24,84,2519.16,1559.48,9.32,553.02,21.95255561,0.848484848,1.281271934
4425,MARTIGNETTI COMPANIES,31075,J Lohr Hilltop Cab Svgn,17.87,750,29.99,110,1965.7,144929.24,150,4345.5,2867.02,16.59,2379.8,54.76469911,1.363636364,2.210662868
9815,WINE GROUP INC,38945,Franzia Sangria Fruity Red,9.73,5000,14.99,202,1965.46,27100.41,183,2729.17,1493,137.25,763.71,27.983233,0.905940594,1.388565527
4425,MARTIGNETTI COMPANIES,14683,State Ranch 07 Cab Svgn Youn,65.3,750,95.99,30,1959,144929.24,27,2834.73,1994.81,3,875.73,30.89288927,0.9,1.447029096
9165,ULTRA BEVERAGE COMPANY LLP,19833,Terra di Montevero Toscana,40.81,750,59.99,48,1958.88,68054.7,59,1741.41,929.69,6.55,-217.47,-12.48815615,1.229166667,0.88898248
7153,PINE STATE TRADING CO,20730,Villa Jolanda Pineap Moscato,6.12,750,8.99,320,1958.4,15884.82,223,2450.77,1219.89,24.82,492.37,20.09042056,0.696875,1.25141442
17035,PERNOD RICARD USA,41918,Jacobs Crk Rsl,4.82,750,7.99,406,1956.92,123780.22,405,2777.3,1606.4,45,820.38,29.53876067,0.997536946,1.419219999
9552,M S WALKER INC,8090,Russian Standard Gold Vodka,32.57,750,42.99,60,1954.2,55551.82,37,1109.63,809.73,29.18,-844.57,-76.11275831,0.616666667,0.567818033
4425,MARTIGNETTI COMPANIES,12165,Clayhouse Petite Sirah,15.03,750,24.99,130,1953.9,144929.24,225,5510.75,3333.63,24.94,3556.85,64.54384612,1.730769231,2.820384871
9552,M S WALKER INC,12662,Castillo Monastrell Red,9.08,750,13.99,215,1952.2,55551.82,175,2448.25,1552.89,19.38,496.05,20.26141121,0.813953488,1.254097941
4425,MARTIGNETTI COMPANIES,27481,Lanson Extra Age Brut,65.06,750,94.99,30,1951.8,144929.24,6,569.94,474.95,0.66,-1381.86,-242.4571007,0.2,0.292007378
9815,WINE GROUP INC,20554,Franzia Moscato,11.68,5000,17.99,167,1950.56,27100.41,152,2700.48,1085.39,114,749.92,27.76987795,0.910179641,1.384463949
4425,MARTIGNETTI COMPANIES,25718,Penfolds 08 Grange,487.01,750,749.99,4,1948.04,144929.24,5,3749.95,1499.98,0.56,1801.91,48.05157402,1.25,1.92498614
9165,ULTRA BEVERAGE COMPANY LLP,27061,A Bichot Chablis Les Clos 14,46.35,750,69.99,42,1946.7,68054.7,16,1119.84,559.92,1.78,-826.86,-73.8373339,0.380952381,0.575250424
9165,ULTRA BEVERAGE COMPANY LLP,22924,Patricius Sarga Muskotaly,12.16,750,17.99,160,1945.6,68054.7,278,2317.22,1556.23,30.85,371.62,16.03732058,1.7375,1.191005345
9165,ULTRA BEVERAGE COMPANY LLP,41415,Crios Cab Svgn,8.6,750,12.99,226,1943.6,68054.7,262,3314.38,1976.44,29.04,1370.78,41.3585648,1.159292035,1.705278864
4425,MARTIGNETTI COMPANIES,24998,Royal Tokaji Mad Cuvee,11.1,375,18.99,175,1942.5,144929.24,179,3249.21,2341.71,10.38,1306.71,40.21623718,1.022857143,1.672694981
3252,E & J GALLO WINERY,21230,The Naked Grape Box Moscato,11.84,3000,17.99,164,1941.76,61966.91,122,1956.78,1173.27,54.9,15.02,0.767587567,0.743902439,1.00773525
1392,CONSTELLATION BRANDS INC,27807,Night Harvest Chard,3.37,750,4.99,576,1941.12,79528.99,634,3853.66,1728.13,70.65,1912.54,49.62918369,1.100694444,1.985276541
9165,ULTRA BEVERAGE COMPANY LLP,15971,Revana Cab Svgn Napa Vly,71.89,750,109.99,27,1941.03,68054.7,88,9679.12,5829.47,9.77,7738.09,79.94621412,3.259259259,4.986589594
10754,PERFECTA WINES,25162,D.des Senechaux CdP,32.89,750,49.99,59,1940.51,28720.52,155,7748.45,5048.99,17.16,5807.94,74.95615252,2.627118644,3.992996686
4425,MARTIGNETTI COMPANIES,24182,Conterno Barolo Sori Gnestra,62.49,750,94.99,31,1937.19,144929.24,34,3097.66,1085.88,3.81,1160.47,37.4627945,1.096774194,1.599048106
9552,M S WALKER INC,22052,Lokoya Howell Mtn Cab Svgn,215.23,750,324.99,9,1937.07,55551.82,6,1949.94,974.97,0.66,12.87,0.660020308,0.666666667,1.006644055
10754,PERFECTA WINES,26315,Primarius Pnt Nr,12.41,750,18.99,156,1935.96,28720.52,11,208.89,170.91,1.22,-1727.07,-826.784432,0.070512821,0.107899957
4425,MARTIGNETTI COMPANIES,18912,Tablas Creek Espirit Rouge,32.21,750,47.99,60,1932.6,144929.24,9,431.91,191.96,1.01,-1500.69,-347.4543308,0.15,0.223486495
98450,Serralles Usa LLC,7890,Barrow's Intense Ginger,22.21,750,29.99,87,1932.27,856.02,104,3118.96,1319.56,81.91,1186.69,38.04761844,1.195402299,1.614142951
2000,SOUTHERN WINE & SPIRITS NE,42018,Falesco Vitiano Umbria Bian,7.94,750,11.99,243,1929.42,19016.59,220,2769.8,1366.9,24.44,840.38,30.34081883,0.905349794,1.435560946
3089,SIDNEY FRANK IMPORTING CO,9066,American Harvest Organic,24.42,1750,31.99,79,1929.18,8549.55,525,16794.75,8285.41,964.77,14865.57,88.51319609,6.64556962,8.705641775
4425,MARTIGNETTI COMPANIES,26913,Boen Pnt Nr RRV,19.47,750,29.99,99,1927.53,144929.24,65,1949.35,989.67,7.24,21.82,1.119347475,0.656565657,1.011320187
9165,ULTRA BEVERAGE COMPANY LLP,10624,Querceto Il Querciolaia Tosc,37.74,750,56.99,51,1924.74,68054.7,78,4538.22,2366.59,8.68,2613.48,57.58821741,1.529411765,2.357835344
4425,MARTIGNETTI COMPANIES,18597,Seghesio Rockpile Znfdl,24.67,750,37.99,78,1924.26,144929.24,78,2963.22,2279.4,8.62,1038.96,35.06185838,1,1.539927037
9552,M S WALKER INC,41394,Four Vines Biker Znfdl,15.75,750,24.99,122,1921.5,55551.82,187,4467.13,3004.74,20.72,2545.63,56.9858052,1.532786885,2.324813947
10754,PERFECTA WINES,23149,Ch Fougere La Noble Rouge,7.09,750,12.99,271,1921.39,28720.52,358,4550.42,2017.41,39.91,2629.03,57.77554599,1.32103321,2.368295869
10754,PERFECTA WINES,27513,Garage Wine Co Cab Svgn,22.87,750,34.99,84,1921.08,28720.52,23,804.77,419.88,2.57,-1116.31,-138.7116816,0.273809524,0.418915402
660,SAZERAC NORTH AMERICA INC.,2011,1792 Single Barrel Bourbon,31.49,750,39.99,61,1920.89,17932.33,61,2445.39,2084.48,48.11,524.5,21.4485215,1,1.273050513
9165,ULTRA BEVERAGE COMPANY LLP,16647,Cesari Lugana Cento Filari,8.49,750,12.99,226,1918.74,68054.7,829,10768.71,2740.89,92.84,8849.97,82.18226696,3.668141593,5.612386253
3252,E & J GALLO WINERY,8909,Carlo Rossi Chablis Calif,4.51,1500,6.99,425,1916.75,61966.91,403,2816.97,566.19,90.58,900.22,31.95703185,0.948235294,1.46965958
10754,PERFECTA WINES,45234,Calera Selleck Vyd Pnt Nr,59.86,750,90.99,32,1915.52,28720.52,28,2687.72,2015.79,3.1,772.2,28.73067135,0.875,1.403128132
1128,BROWN-FORMAN CORP,13144,Korbel Brut Rose,8.55,750,12.99,224,1915.2,68601.68,195,2596.05,1003.26,21.76,680.85,26.22638239,0.870535714,1.35549812
10754,PERFECTA WINES,21470,Ch Angelus Saint Emilion,191.5,750,292.99,10,1915,28720.52,10,2929.9,878.97,1.13,1014.9,34.63940749,1,1.52997389
12546,JIM BEAM BRANDS COMPANY,226,DeKuyper Red Apple Schnapps,8.08,750,10.99,237,1914.96,123880.97,217,2384.83,1483.65,171.03,469.87,19.70245259,0.915611814,1.245368049
8673,STE MICHELLE WINE ESTATES,10121,Columbia Crest 08 Cab Svgn,23.64,750,35.99,81,1914.84,15919.7,31,1115.69,503.86,3.46,-799.15,-71.62831969,0.382716049,0.582654425
9165,ULTRA BEVERAGE COMPANY LLP,11340,Herzog Kosher Chard,9.2,750,13.99,208,1913.6,68054.7,294,3983.06,1963.55,32.75,2069.46,51.95653593,1.413461538,2.081448579
2000,SOUTHERN WINE & SPIRITS NE,23281,Ch Lafitite Rothschild Pa 11,637.58,750,949.99,3,1912.74,19016.59,9,8549.91,1899.98,1.02,6637.17,77.62853644,3,4.469980238
9552,M S WALKER INC,27172,Pecchenino 12 Siri d'Jermu D,12.25,750,18.99,156,1911,55551.82,74,1405.26,1158.39,8.18,-505.74,-35.98906964,0.474358974,0.735353218
9165,ULTRA BEVERAGE COMPANY LLP,37008,Due Torri Pinot Grigio Dell,14.47,1500,21.99,132,1910.04,68054.7,132,2902.68,483.78,29.7,992.64,34.19736244,1,1.519695923
9165,ULTRA BEVERAGE COMPANY LLP,27067,A Bichot Rochegres 14 Moulin,31.29,750,45.99,61,1908.69,68054.7,4,183.96,183.96,0.44,-1724.73,-937.5570776,0.06557377,0.09638024
6213,MHW LTD,840,Bols Peach Flavored Brandy,8.79,1000,10.99,217,1907.43,9621.58,212,2329.88,1868.3,222.6,422.45,18.13183512,0.976958525,1.221476017
10754,PERFECTA WINES,20177,Robert Sinskey Abraxas,23.83,750,38.99,80,1906.4,28720.52,95,3656.05,1541.6,10.62,1749.65,47.85629299,1.1875,1.917776962
2000,SOUTHERN WINE & SPIRITS NE,26594,Felton Road Pnt Nr Calvert,45.39,750,68.99,42,1906.38,19016.59,13,896.87,758.89,1.43,-1009.51,-112.5592338,0.30952381,0.470457097
10754,PERFECTA WINES,10650,Gaia Notios Nemea Wh,10.59,750,15.99,180,1906.2,28720.52,185,2958.15,431.73,20.79,1051.95,35.56107702,1.027777778,1.551857098
8673,STE MICHELLE WINE ESTATES,26075,Intrinsic Cab Svgn,13.42,750,19.99,142,1905.64,15919.7,142,2838.58,419.79,15.93,932.94,32.86643322,1,1.489567809
4425,MARTIGNETTI COMPANIES,28943,Round Hill Common Man Chard,10.95,1500,15.99,174,1905.3,144929.24,152,2430.48,415.74,34.14,525.18,21.60807742,0.873563218,1.275641631
9552,M S WALKER INC,16466,Gerard Bertrand Gr Terrier R,11.33,750,16.99,168,1903.44,55551.82,121,2055.79,1546.09,13.35,152.35,7.410776393,0.720238095,1.080039297
9552,M S WALKER INC,26836,Lagler Rsl Smaragd Elmerberg,14.28,750,21.99,133,1899.24,55551.82,97,2133.03,1649.25,10.7,233.79,10.96046469,0.729323308,1.123096607
2000,SOUTHERN WINE & SPIRITS NE,24329,Ch Cos d'Estournel St-Est 12,135.61,750,197.99,14,1898.54,19016.59,15,2969.85,1187.94,1.69,1071.31,36.07286563,1.071428571,1.564280974
2000,SOUTHERN WINE & SPIRITS NE,20761,Lamole Grand Selezione Blk,24.34,750,36.99,78,1898.52,19016.59,28,1035.72,702.81,3.09,-862.8,-83.30436798,0.358974359,0.545540737
4425,MARTIGNETTI COMPANIES,26770,Cignale Colli Toscana Cntrl,45.2,750,65.99,42,1898.4,144929.24,22,1451.78,1253.81,2.43,-446.62,-30.76361432,0.523809524,0.764738727
9815,WINE GROUP INC,18414,M D 20/20 Habanero Lime Arit,2.68,750,3.99,708,1897.44,27100.41,610,2433.9,243.39,68.57,536.46,22.0411685,0.861581921,1.282728308
9165,ULTRA BEVERAGE COMPANY LLP,18271,Masi Campolongo di Torbe Ama,82.46,750,126.99,23,1896.58,68054.7,22,2793.78,1523.88,2.45,897.2,32.11419654,0.956521739,1.473062038
4425,MARTIGNETTI COMPANIES,19990,Sauvion Rose d'Anjou,4.21,750,6.49,450,1894.5,144929.24,433,5191.67,2469.94,48.27,3297.17,63.50885168,0.962222222,2.740390604
4692,KOBRAND CORPORATION,27563,Croft Clsc Vintage Porto 11,41.17,750,62.99,46,1893.82,9139.38,23,1448.77,944.85,2.56,-445.05,-30.71916177,0.5,0.764998786
4425,MARTIGNETTI COMPANIES,10972,L Einaudi Dolcetto Dogliani,11.76,750,17.99,161,1893.36,144929.24,322,5792.78,2482.62,35.86,3899.42,67.3151751,2,3.05952381
3252,E & J GALLO WINERY,6754,Livingston Chablis Cal,4.72,1500,6.99,401,1892.72,61966.91,357,2816.43,340.57,80.3,923.71,32.79719361,0.890274314,1.488033095
2000,SOUTHERN WINE & SPIRITS NE,23324,Ch Angelus 11 Brdx,189.18,750,279.99,10,1891.8,19016.59,10,2799.9,1119.96,1.13,908.1,32.43330119,1,1.480019029
4425,MARTIGNETTI COMPANIES,17346,Ridge Estate Merlot,30.96,750,47.99,61,1888.56,144929.24,48,2303.52,1391.71,5.32,414.96,18.01416962,0.786885246,1.219722964
1392,CONSTELLATION BRANDS INC,21323,Rosatello Sweet Moscato,6.16,750,8.99,306,1884.96,79528.99,289,2716.11,901.04,32.3,831.15,30.60074887,0.944444444,1.440937739
90011,FORTUNE WINE BROKERS LLC,40771,Dom La Suffrene Bandol Rose,15.78,750,24.99,119,1877.82,238.61,107,2736.93,1765.31,11.88,859.11,31.3895496,0.899159664,1.457503914
9165,ULTRA BEVERAGE COMPANY LLP,13395,Debauchery Svgn Bl,9.2,750,13.99,204,1876.8,68054.7,196,2742.04,209.85,22.04,865.24,31.55460898,0.960784314,1.461018755
90047,CRUSH WINES,15506,Mollydooker Velvet Glove Shi,110.38,750,169.99,17,1876.46,1457.73,9,1529.91,679.96,1,-346.55,-22.65165925,0.529411765,0.81531714
9165,ULTRA BEVERAGE COMPANY LLP,24895,Pomino Benefizio Bianco,30.26,750,45.99,62,1876.12,68054.7,62,2851.38,781.83,6.94,975.26,34.20308763,1,1.519828156
4425,MARTIGNETTI COMPANIES,19637,Vincent Girardin Bour Bl 11,13.79,750,19.99,136,1875.44,144929.24,105,2098.95,679.66,11.77,223.51,10.64865766,0.772058824,1.119177366
9165,ULTRA BEVERAGE COMPANY LLP,25541,Masi Bonacosta Valpolicella,3.89,750,5.99,482,1874.98,68054.7,478,2863.22,533.11,53.71,988.24,34.51498662,0.991701245,1.527066955
90011,FORTUNE WINE BROKERS LLC,40766,Casa Julia Svgn Bl Manta,5.99,750,10.99,313,1874.87,238.61,284,2763.16,1253.69,31.65,888.29,32.1476136,0.907348243,1.473787516
7245,PROXIMO SPIRITS INC.,3739,Three Olives Orange Vodka,9.92,750,12.99,188,1864.96,38994.78,144,2065.56,494.66,113.43,200.6,9.711652046,0.765957447,1.107562629
1392,CONSTELLATION BRANDS INC,536,Svedka Cherry Vodka,9.92,1000,12.99,188,1864.96,79528.99,243,3156.57,2091.39,255.15,1291.61,40.9181485,1.292553191,1.692567133
4692,KOBRAND CORPORATION,20108,Sassacaia,116.43,750,169.99,16,1862.88,9139.38,51,8669.49,5439.68,5.67,6806.61,78.51223082,3.1875,4.653810229
9552,M S WALKER INC,13124,Shaya Verdejo Old Vines Whit,8.78,750,14.99,212,1861.36,55551.82,190,2616.1,1543.87,21.1,754.74,28.84981461,0.896226415,1.405477715
4425,MARTIGNETTI COMPANIES,23105,DeLille Cellars D2,28.18,750,41.99,66,1859.88,144929.24,214,8985.86,3485.17,23.84,7125.98,79.30214804,3.242424242,4.831419231
4425,MARTIGNETTI COMPANIES,27695,Volpaia Coltassala Chianti,44.21,750,64.99,42,1856.82,144929.24,0,0,0,0,-1856.82,#NAME?,0,0
8004,SAZERAC CO INC,704,Van Winkle Special Rsv 12 Yr,47.61,750,59.99,39,1856.79,50293.62,38,2649.62,2229.68,29.97,792.83,29.92240397,0.974358974,1.42698959
1587,VINEYARD BRANDS INC,19949,Warre's Quinta Cavadinha,20.54,750,29.99,90,1848.6,6070.09,73,2549.27,1569.55,8.12,700.67,27.48512319,0.811111111,1.379027372
9744,FREDERICK WILDMAN & SONS,44025,Churchills 20 Yr Tawny Port,27.58,500,39.99,67,1847.86,3999.93,79,3381.21,1855.56,6.09,1533.35,45.34915016,1.179104478,1.829797712
3960,DIAGEO NORTH AMERICA INC,365,Ciroc Vodka,6.15,200,7.99,300,1845,257032.07,146,1216.54,259.71,30.66,-628.46,-51.65962484,0.486666667,0.659371274
10754,PERFECTA WINES,20513,Petit Caillou St Julien,18.82,750,39.99,98,1844.36,28720.52,229,6638.71,3246.88,25.48,4794.35,72.21809659,2.336734694,3.599465397
9165,ULTRA BEVERAGE COMPANY LLP,25815,Dom Souyris Le Chemin 14,8.78,750,12.99,210,1843.8,68054.7,76,987.24,402.69,8.47,-856.56,-86.76309712,0.361904762,0.535437683
10754,PERFECTA WINES,23887,Cycles Gladiator Pnt Nr,9.03,750,13.99,204,1842.12,28720.52,39,545.61,83.94,4.38,-1296.51,-237.6257767,0.191176471,0.296185916
10754,PERFECTA WINES,36076,Ch Haut-Bailly 10,114.86,750,235.99,16,1837.76,28720.52,28,4759.72,1699.9,3.14,2921.96,61.38932542,1.75,2.589957339
4425,MARTIGNETTI COMPANIES,26421,Villa Russiz Les Enfants Bia,13.81,750,20.99,133,1836.73,144929.24,42,881.58,482.77,4.67,-955.15,-108.3452438,0.315789474,0.47997256
9552,M S WALKER INC,26834,Melsheimer Handwerk Mosel Rs,8.49,750,12.99,216,1833.84,55551.82,115,1493.85,987.24,12.74,-339.99,-22.75931318,0.532407407,0.814602146
90010,VINEXTRA INC,17293,Defesa Branco White Alentejo,8.44,750,12.99,217,1831.48,524.94,237,3078.63,1896.54,26.32,1247.15,40.50990213,1.092165899,1.680952017
3252,E & J GALLO WINERY,4150,Shellback Spiced Rum,8.63,750,11.99,212,1829.56,61966.91,470,6247.3,2485.26,370.36,4417.74,70.71438862,2.216981132,3.414646144
3960,DIAGEO NORTH AMERICA INC,5912,Yeni Raki,10.89,750,19.99,168,1829.52,257032.07,153,2915.47,1177.4,120.48,1085.95,37.24785369,0.910714286,1.593570991
4425,MARTIGNETTI COMPANIES,40366,Rochioli Svgn Bl RRV,26.89,750,38.99,68,1828.52,144929.24,92,3587.08,1715.56,10.26,1758.56,49.02483357,1.352941176,1.961739549
9552,M S WALKER INC,20550,Fifty Shades Of Grey Red Sat,7.14,750,10.99,256,1827.84,55551.82,174,1912.26,901.18,19.4,84.42,4.414671645,0.6796875,1.046185662
3960,DIAGEO NORTH AMERICA INC,3408,Ketel One Oranje,15.62,750,24.99,117,1827.54,257032.07,168,3442.32,1589.24,132.41,1614.78,46.90964233,1.435897436,1.883581208
10754,PERFECTA WINES,20551,Humble Pie Cab Svgn CC,11.64,750,16.99,157,1827.48,28720.52,7,118.93,118.93,0.77,-1708.55,-1436.601362,0.044585987,0.065078688
9552,M S WALKER INC,751,Sobieski Espresso Vodka,7.51,1000,9.99,243,1824.93,55551.82,245,2447.55,1358.64,257.25,622.62,25.43849972,1.008230453,1.34117473
7153,PINE STATE TRADING CO,24546,Selini Nano Svgn Bl,2.66,187,3.99,686,1824.76,15884.82,453,1807.47,1021.44,13.21,-17.29,-0.956585725,0.660349854,0.990524781
10754,PERFECTA WINES,17408,Ch Haut-Brion Pessac 09 Brdx,608.1,750,921.99,3,1824.3,28720.52,4,3599.96,1799.98,0.45,1775.66,49.32443694,1.333333333,1.973337719
3924,HEAVEN HILL DISTILLERIES,1672,Hpnotiq Sparkle,15.99,750,19.99,114,1822.86,14069.87,224,4477.76,1739.13,176.53,2654.9,59.29080612,1.964912281,2.45644756
4425,MARTIGNETTI COMPANIES,17089,Hedges CMS Svgn Bl,7.99,750,11.99,228,1821.72,144929.24,0,0,0,0,-1821.72,#NAME?,0,0
4425,MARTIGNETTI COMPANIES,21287,Foley Johnson Cab Svgn,15.43,750,22.99,118,1820.74,144929.24,280,6227.2,2237.99,31.28,4406.46,70.76149794,2.372881356,3.420147852
4425,MARTIGNETTI COMPANIES,24142,Tablas Creek Patelin Blanc,15.17,750,21.99,120,1820.4,144929.24,24,527.76,439.8,2.64,-1292.64,-244.9295134,0.2,0.289914305
4425,MARTIGNETTI COMPANIES,27192,DeLoach Est Vyd Chard,30.32,750,46.99,60,1819.2,144929.24,27,1268.73,1127.76,2.97,-550.47,-43.38748197,0.45,0.69741095
4425,MARTIGNETTI COMPANIES,25458,Seven Hills Cab Svgn Columbi,15.03,750,22.99,121,1818.63,144929.24,102,2344.98,1862.19,11.28,526.35,22.44582043,0.842975207,1.289421158
3664,WILLIAM GRANT & SONS INC,847,Glenfiddich 12 Year Old Sco,35.65,1000,45.99,51,1818.15,30234.42,58,2667.42,1379.7,60.9,849.27,31.83863059,1.137254902,1.467106674
17035,PERNOD RICARD USA,5169,Kahlua Hazelnut,12.2,750,18.99,149,1817.8,123780.22,599,9138.01,5068.77,471.98,7320.21,80.10726624,4.020134228,5.026961162
1128,BROWN-FORMAN CORP,3467,El Jimador Reposado Tequila,13.66,750,18.99,133,1816.78,68601.68,138,2620.62,930.51,108.64,803.84,30.67365738,1.037593985,1.442453131
4425,MARTIGNETTI COMPANIES,27880,Pine Ridge Cab Svgn,75.65,750,114.99,24,1815.6,144929.24,1,114.99,114.99,0.11,-1700.61,-1478.919906,0.041666667,0.063334435
9165,ULTRA BEVERAGE COMPANY LLP,13985,Luiano Chianti Clsc,7.53,375,11.99,241,1814.73,68054.7,272,3214.28,1936.36,15.62,1399.55,43.54163296,1.128630705,1.771216655
3960,DIAGEO NORTH AMERICA INC,5925,Pimms Blackberry & Elderflwr,14.05,750,17.99,129,1812.45,257032.07,415,6452.85,4130.38,327.16,4640.4,71.9124108,3.217054264,3.560291318
9552,M S WALKER INC,18829,Champ de Reves Pnt Nr,25.16,750,37.99,72,1811.52,55551.82,38,1401.62,989.73,4.21,-409.9,-29.2447311,0.527777778,0.773725932
9552,M S WALKER INC,22572,Freeman Vyd Pnt Nr RRV,30.19,750,44.99,60,1811.4,55551.82,18,809.82,674.85,1.98,-1001.58,-123.6793361,0.3,0.447068566
9552,M S WALKER INC,45871,Luzon Jumilla Red,5.66,750,11.99,320,1811.2,55551.82,268,2275.32,1630.08,29.63,464.12,20.39800995,0.8375,1.25625
4425,MARTIGNETTI COMPANIES,26871,Dom Dionysos Charline CdR Bl,11.76,750,17.99,154,1811.04,144929.24,137,2464.63,1493.17,15.22,653.59,26.51878781,0.88961039,1.360892084
9815,WINE GROUP INC,21533,10 Span Pnt Nr CC,5.13,750,7.49,353,1810.89,27100.41,326,2441.74,456.89,36.56,630.85,25.8360841,0.923512748,1.348364616
4425,MARTIGNETTI COMPANIES,43433,SA Prum Rsl Essence Mosel,8.9,750,12.99,203,1806.7,144929.24,195,2533.05,1000.23,21.81,726.35,28.67491759,0.960591133,1.402031328
10754,PERFECTA WINES,21453,Ch Ducru Beaucaillau St-Juli,106.2,750,153.99,17,1805.4,28720.52,21,3233.79,1693.89,2.34,1428.39,44.17077176,1.235294118,1.791176471
3960,DIAGEO NORTH AMERICA INC,2038,Bulleit Bourbon,27.34,1000,34.99,66,1804.44,257032.07,53,1854.47,1539.56,55.65,50.03,2.697805842,0.803030303,1.027726054
4425,MARTIGNETTI COMPANIES,23592,Daou Soul of a Lion Red,75.16,750,114.99,24,1803.84,144929.24,28,3194.72,1929.83,3.11,1390.88,43.53683578,1.166666667,1.77106617
9552,M S WALKER INC,40213,Gramona Gessami Penedes,9.73,750,16.99,185,1800.05,55551.82,272,4341.28,2217.65,30.25,2541.23,58.53642244,1.47027027,2.411755229
